instrument_short,datetime,change,vol,turnover_rate,volume_ratio,factor_x
1988.SH,2011-09-05,-0.04,175086.21,0.009,1.1,-0.041032159240634414
1988.SH,2011-09-06,-0.01,192079.28,0.0098,1.21,-0.013674430635184809
1988.SH,2011-09-07,0.03,192427.78,0.0098,1.3,0.026591655834003802
1988.SH,2011-09-08,-0.01,113427.25,0.0058,0.71,-0.0097339135308121
1988.SH,2011-09-09,0.01,139443.0,0.0071,0.89,0.011954165234127512
1988.SH,2011-09-13,-0.01,107576.4,0.0055,0.66,-0.010422019691235018
1988.SH,2011-09-14,-0.01,168572.9,0.0086,1.13,-0.009577980308765
1988.SH,2011-09-15,0.0,172961.84,0.0088,1.2,-0.0011101258516577062
1988.SH,2011-09-16,0.02,129311.87,0.0066,0.92,0.01923392722855377
1988.SH,2011-09-19,-0.04,161549.56,0.0083,1.13,-0.03931189383957712
1988.SH,2011-09-20,0.0,78425.26,0.004,0.53,0.00015593322204665583
1988.SH,2011-09-21,0.03,493436.15,0.0252,3.47,0.026935708914214818
1988.SH,2011-09-22,-0.05,227056.0,0.0116,1.1,-0.048967840759365444
1988.SH,2011-09-23,0.0,263693.8,0.0135,1.21,0.0005779529132814432
1988.SH,2011-09-26,-0.04,215350.6,0.011,0.88,-0.04383036385723127
1988.SH,2011-09-27,0.03,138472.42,0.0071,0.54,0.028623787679153967
1988.SH,2011-09-28,-0.02,133061.53,0.0068,0.5,-0.022032131845150627
1988.SH,2011-09-29,-0.01,169788.37,0.0087,0.87,-0.008389887846083965
1988.SH,2011-09-30,0.0,141413.15,0.0072,0.77,-0.001876198623103953
1988.SH,2011-10-10,0.02,169089.85,0.0086,1.06,0.01923392722855377
1988.SH,2011-10-11,0.06,527198.3,0.027,3.51,0.06068810616042297
1988.SH,2011-10-12,0.04,476472.97,0.0244,2.09,0.043596464024161286
1988.SH,2011-10-13,0.02,660847.21,0.0338,2.23,0.025972648949523336
1988.SH,2011-10-14,0.01,482707.55,0.0247,1.22,0.013752397246207693
1988.SH,2011-10-17,0.01,367799.16,0.0188,0.79,0.01187619862310374
1988.SH,2011-10-18,0.01,592810.8,0.0303,1.18,0.011110125851657937
1988.SH,2011-10-19,-0.03,150466.37,0.0077,0.29,-0.0288898741483421
1988.SH,2011-10-20,-0.04,261541.63,0.0134,0.58,-0.04026608646918817
1988.SH,2011-10-21,0.01,109518.11,0.0056,0.3,0.006325569364815209
1988.SH,2011-10-24,0.04,227446.35,0.0116,0.77,0.03727976199442651
1988.SH,2011-10-25,0.01,257868.08,0.0132,0.96,0.012142285092291871
1988.SH,2011-10-26,0.0,270212.17,0.0138,1.34,0.0034083441659964464
1988.SH,2011-10-27,0.0,199201.2,0.0102,0.88,0.0007660727714462467
1988.SH,2011-10-28,0.01,260054.11,0.0133,1.22,0.010000000000000231
1988.SH,2011-10-31,-0.02,232582.15,0.0119,0.96,-0.01965594691978856
1988.SH,2011-11-01,0.0,192350.06,0.0098,0.79,0.00007796661102332791
1988.SH,2011-11-02,0.02,234848.45,0.012,1.02,0.018467854457107524
1988.SH,2011-11-03,0.0,376441.65,0.0193,1.68,0.0006881061604229188
1988.SH,2011-11-04,0.02,185748.62,0.0095,0.72,0.02153214554289251
1988.SH,2011-11-07,-0.02,185224.55,0.0095,0.76,-0.0193118938395771
1988.SH,2011-11-08,-0.01,106193.13,0.0054,0.45,-0.009155960617530656
1988.SH,2011-11-09,0.0,112549.05,0.0058,0.52,-0.001876198623103953
1988.SH,2011-11-10,-0.02,140194.51,0.0072,0.73,-0.02076607277144582
1988.SH,2011-11-11,0.0,88742.73,0.0045,0.61,-0.0006881061604229188
1988.SH,2011-11-14,0.03,165782.88,0.0085,1.31,0.02846785445710731
1988.SH,2011-11-15,-0.02,78136.23,0.004,0.64,-0.01896784075936564
1988.SH,2011-11-16,-0.05,222229.75,0.0114,1.9,-0.048389887846084
1988.SH,2011-11-17,0.01,95429.81,0.0049,0.69,0.006747589056049996
1988.SH,2011-11-18,-0.03,127467.14,0.0065,0.98,-0.03348631077701958
1988.SH,2011-11-21,-0.02,109083.51,0.0056,0.79,-0.02026608646918815
1988.SH,2011-11-22,0.0,111362.53,0.0057,0.88,-0.002986324474761659
1988.SH,2011-11-23,-0.02,133887.79,0.0068,1.01,-0.02153214554289251
1988.SH,2011-11-24,0.01,146322.84,0.0075,1.27,0.009311893839576868
1988.SH,2011-11-25,-0.01,129793.65,0.0066,1.03,-0.011188092462680821
1988.SH,2011-11-28,0.01,115663.99,0.0059,0.92,0.010422019691234574
1988.SH,2011-11-29,0.03,104752.43,0.0054,0.82,0.02957798030876546
1988.SH,2011-11-30,-0.05,202408.65,0.0104,1.61,-0.04820176798791964
1988.SH,2011-12-01,0.07,449303.82,0.023,3.21,0.07057795291328173
1988.SH,2011-12-02,0.0,179902.22,0.0092,0.9,-0.0014219922957510178
1988.SH,2011-12-05,0.01,153654.04,0.0079,0.73,0.015362509400123514
1988.SH,2011-12-06,-0.03,97800.05,0.005,0.45,-0.029655946919788345
1988.SH,2011-12-07,-0.02,134610.49,0.0069,0.62,-0.02026608646918815
1988.SH,2011-12-08,0.01,98107.73,0.005,0.48,0.007013675525238128
1988.SH,2011-12-09,0.0,61745.09,0.0032,0.46,-0.001188092462681034
1988.SH,2011-12-12,-0.02,116811.82,0.006,1.07,-0.01923392722855377
1988.SH,2011-12-13,-0.01,160614.21,0.0082,1.58,-0.010688106160422706
1988.SH,2011-12-14,-0.02,134710.96,0.0069,1.18,-0.02187619862310397
1988.SH,2011-12-15,-0.01,218220.91,0.0112,1.91,-0.011454178931869397
1988.SH,2011-12-16,0.07,322591.0,0.0165,2.33,0.06812380137689633
1988.SH,2011-12-19,-0.01,251551.22,0.0129,1.32,-0.008357701209966262
1988.SH,2011-12-20,-0.01,144569.02,0.0074,0.66,-0.004981543680087519
1988.SH,2011-12-21,0.0,144755.14,0.0074,0.68,-0.0011101258516577062
1988.SH,2011-12-22,-0.02,243259.47,0.0124,1.12,-0.020766072771446265
1988.SH,2011-12-23,0.01,146784.98,0.0075,0.66,0.009311893839576868
1988.SH,2011-12-26,-0.02,125910.05,0.0064,0.68,-0.021188092462681052
1988.SH,2011-12-27,0.0,122844.87,0.0063,0.76,0.00007796661102332791
1988.SH,2011-12-28,0.01,146340.71,0.0075,0.93,0.008467854457107737
1988.SH,2011-12-29,0.02,200451.14,0.0103,1.28,0.020344053080211477
1988.SH,2011-12-30,0.01,294568.93,0.0151,1.98,0.011454178931868952
1988.SH,2012-01-04,-0.01,183288.33,0.0094,1.03,-0.008123801376895834
1988.SH,2012-01-05,0.05,389570.33,0.0199,2.06,0.05042201969123461
1988.SH,2012-01-09,0.02,1391813.24,0.0712,5.73,0.020954192629611068
1988.SH,2012-01-10,0.01,552521.41,0.0283,1.12,0.014518470017654383
1988.SH,2012-01-11,-0.01,208161.54,0.0106,0.37,-0.008123801376896278
1988.SH,2012-01-12,0.0,175009.6,0.009,0.32,0.00042201969123478733
1988.SH,2012-01-13,0.0,242634.9,0.0124,0.45,-0.0007660727714462467
1988.SH,2012-01-16,-0.01,162598.69,0.0083,0.32,-0.009999999999999787
1988.SH,2012-01-17,0.04,420519.91,0.0215,1.57,0.03965594691978813
1988.SH,2012-01-18,-0.03,203973.34,0.0104,0.84,-0.029389860450600214
1988.SH,2012-01-19,0.03,305841.85,0.0156,1.27,0.03203213184515041
1988.SH,2012-01-20,0.02,270831.08,0.0139,1.01,0.018733940926295656
1988.SH,2012-01-30,-0.04,223371.23,0.0114,0.82,-0.03701367552523793
1988.SH,2012-01-31,0.01,123759.85,0.0063,0.43,0.010155933222046443
1988.SH,2012-02-01,-0.02,209108.05,0.0107,0.93,-0.022720238005573545
1988.SH,2012-02-02,0.06,409079.14,0.0209,1.81,0.06007796661102338
1988.SH,2012-02-03,0.02,343278.59,0.0176,1.39,0.02053217293837628
1988.SH,2012-02-06,-0.03,273513.98,0.014,1.05,-0.02471545721089985
1988.SH,2012-02-07,-0.03,231551.3,0.0118,0.85,-0.02950001369774169
1988.SH,2012-02-08,0.04,227963.45,0.0117,0.78,0.03666962244502692
1988.SH,2012-02-09,0.01,436909.75,0.0223,1.47,0.009077994006506884
1988.SH,2012-02-10,-0.01,316029.6,0.0162,1.04,-0.00659165583400334
1988.SH,2012-02-13,-0.01,168931.57,0.0086,0.57,-0.009577980308765444
1988.SH,2012-02-14,-0.01,115584.16,0.0059,0.42,-0.011110125851657493
1988.SH,2012-02-15,0.0,217833.28,0.0111,0.86,-0.0011101258516577062
1988.SH,2012-02-16,-0.01,477798.14,0.0244,1.9,-0.010766072771446478
1988.SH,2012-02-17,0.01,140274.05,0.0072,0.54,0.009655946919788772
1988.SH,2012-02-20,0.01,186307.31,0.0095,0.83,0.009577980308765
1988.SH,2012-02-21,0.05,473186.62,0.0242,2.08,0.05111012585165797
1988.SH,2012-02-22,-0.02,259031.3,0.0132,0.87,-0.017513661827496474
1988.SH,2012-02-23,-0.01,270556.06,0.0138,0.88,-0.006857742303191916
1988.SH,2012-02-24,0.02,241051.13,0.0123,0.91,0.018123801376896065
1988.SH,2012-02-27,-0.01,516106.82,0.0264,1.8,-0.010077966611023115
1988.SH,2012-02-28,0.01,402318.2,0.0206,1.14,0.011188092462680821
1988.SH,2012-02-29,0.0,273015.03,0.014,0.81,-0.00042201969123478733
1988.SH,2012-03-01,-0.01,109635.5,0.0056,0.32,-0.00923392722855354
1988.SH,2012-03-02,0.01,269065.36,0.0138,0.87,0.009655946919788327
1988.SH,2012-03-05,-0.03,322195.81,0.0165,1.03,-0.030422019691234592
1988.SH,2012-03-06,-0.02,204581.1,0.0105,0.74,-0.02026608646918815
1988.SH,2012-03-07,-0.01,297935.05,0.0152,1.26,-0.01298632447476189
1988.SH,2012-03-08,0.01,170254.74,0.0087,0.71,0.008123801376896278
1988.SH,2012-03-09,-0.01,171072.26,0.0087,0.68,-0.010422019691235018
1988.SH,2012-03-12,0.0,271382.46,0.0139,1.16,0.00042201969123478733
1988.SH,2012-03-13,0.02,304857.12,0.0156,1.37,0.01923392722855377
1988.SH,2012-03-14,0.01,806499.07,0.0412,3.32,0.01068810616042315
1988.SH,2012-03-15,-0.01,411386.75,0.021,1.19,-0.008123801376896278
1988.SH,2012-03-16,-0.01,472861.17,0.0242,1.2,-0.009577980308765
1988.SH,2012-03-19,-0.01,266592.41,0.0136,0.59,-0.011110125851657937
1988.SH,2012-03-20,-0.02,227717.35,0.0116,0.5,-0.02111012585165728
1988.SH,2012-03-21,-0.01,411447.12,0.021,0.94,-0.011454178931869397
1988.SH,2012-03-22,0.0,457469.42,0.0234,1.28,-0.001876198623103953
1988.SH,2012-03-23,-0.03,310278.83,0.0159,0.84,-0.03076607277144605
1988.SH,2012-03-26,-0.01,207416.81,0.0106,0.62,-0.01103215924063461
1988.SH,2012-03-27,0.01,132575.62,0.0068,0.41,0.007357728605450031
1988.SH,2012-03-28,-0.02,217330.67,0.0111,0.72,-0.020422019691234805
1988.SH,2012-03-29,-0.01,229789.79,0.0118,0.87,-0.009922033388976903
1988.SH,2012-03-30,0.06,352797.66,0.018,1.61,0.0581238013768961
1988.SH,2012-04-05,0.02,461298.33,0.0236,2.02,0.021298245709822528
1988.SH,2012-04-06,0.02,387463.4,0.0198,1.39,0.025284542789100417
1988.SH,2012-04-09,-0.01,185133.69,0.0095,0.56,-0.007779748296684819
1988.SH,2012-04-10,0.01,108129.74,0.0055,0.33,0.011188092462681265
1988.SH,2012-04-11,0.01,263888.24,0.0135,0.88,0.009577980308765
1988.SH,2012-04-12,0.02,206872.85,0.0106,0.74,0.021110125851657724
1988.SH,2012-04-13,0.01,208197.15,0.0106,0.9,0.011454178931869397
1988.SH,2012-04-16,-0.02,107785.23,0.0055,0.55,-0.018123801376896065
1988.SH,2012-04-17,0.01,192288.54,0.0098,1.07,0.010077966611023115
1988.SH,2012-04-18,0.03,499320.81,0.0255,2.55,0.028811907537319215
1988.SH,2012-04-19,-0.03,313794.93,0.016,1.29,-0.028201767987919624
1988.SH,2012-04-20,0.01,337363.94,0.0173,1.28,0.011266059073704593
1988.SH,2012-04-23,0.0,189082.04,0.0097,0.65,-0.001954165234127281
1988.SH,2012-04-24,0.01,331086.24,0.0169,1.08,0.010766072771446034
1988.SH,2012-04-25,-0.02,180088.01,0.0092,0.54,-0.01965594691978856
1988.SH,2012-04-26,0.0,198110.61,0.0101,0.73,0.00007796661102332791
1988.SH,2012-04-27,0.0,170677.07,0.0087,0.69,-0.0015321455428924935
1988.SH,2012-05-02,0.02,280416.21,0.0143,1.31,0.020000000000000018
1988.SH,2012-05-03,-0.01,103863.11,0.0053,0.45,-0.009311893839576868
1988.SH,2012-05-04,0.0,209672.45,0.0107,1.12,0.001188092462681034
1988.SH,2012-05-07,0.02,331421.73,0.017,1.72,0.01923392722855377
1988.SH,2012-05-08,-0.01,304959.55,0.0156,1.39,-0.009311893839577312
1988.SH,2012-05-09,-0.02,276735.36,0.0142,1.12,-0.018811907537318984
1988.SH,2012-05-10,0.02,239979.64,0.0123,0.98,0.018545821068130852
1988.SH,2012-05-11,-0.01,109956.89,0.0056,0.4,-0.010844039382469361
1988.SH,2012-05-14,-0.03,168996.03,0.0086,0.67,-0.028811907537319215
1988.SH,2012-05-15,-0.01,140711.04,0.0072,0.64,-0.011798232012080412
1988.SH,2012-05-16,-0.02,174747.91,0.0089,0.93,-0.022642271394550217
1988.SH,2012-05-17,0.01,120284.45,0.0062,0.72,0.008545821068130621
1988.SH,2012-05-18,-0.02,187022.84,0.0096,1.31,-0.021188092462680608
1988.SH,2012-05-21,0.01,87149.88,0.0045,0.55,0.010077966611023115
1988.SH,2012-05-22,-0.01,186905.69,0.0096,1.32,-0.011188092462680821
1988.SH,2012-05-23,0.0,143107.2,0.0073,0.95,0.00042201969123478733
1988.SH,2012-05-24,0.01,106964.77,0.0055,0.74,0.00923392722855354
1988.SH,2012-05-25,0.0,111313.43,0.0057,0.78,0.0003440530802114594
1988.SH,2012-05-28,0.02,189516.35,0.0097,1.49,0.020766072771446265
1988.SH,2012-05-29,0.01,147205.13,0.0075,1.0,0.010688106160422706
1988.SH,2012-05-31,0.0,100632.49,0.0051,0.72,0.001876198623103953
1988.SH,2012-06-01,0.0,189918.9,0.0097,1.45,0.0007660727714462467
1988.SH,2012-06-04,-0.03,143065.32,0.0073,0.97,-0.029999999999999805
1988.SH,2012-06-05,0.01,141551.9,0.0072,0.92,0.008967840759365409
1988.SH,2012-06-06,0.01,114736.46,0.0059,0.79,0.00804583476587295
1988.SH,2012-06-07,-0.01,163521.89,0.0084,1.19,-0.008889874148342525
1988.SH,2012-06-08,-0.01,234863.68,0.012,1.56,-0.009577980308765
1988.SH,2012-06-11,0.02,312084.15,0.016,1.96,0.01888987414834231
1988.SH,2012-06-12,-0.01,308111.15,0.0158,1.59,-0.010077966611023559
1988.SH,2012-06-13,0.0,227640.92,0.0116,1.0,-0.14881190753731888
1988.SH,2012-06-14,-0.03,114203.02,0.0058,0.46,-0.03592686897461794
1988.SH,2012-06-15,0.02,132636.84,0.0068,0.55,0.007476749187671938
1988.SH,2012-06-18,0.0,86378.13,0.0044,0.39,-0.0016101121539158214
1988.SH,2012-06-19,0.0,105407.19,0.0054,0.61,0.0015321455428924935
1988.SH,2012-06-20,0.0,99585.46,0.0051,0.75,0.0
1988.SH,2012-06-21,-0.01,95299.88,0.0049,0.89,-0.010000000000000231
1988.SH,2012-06-25,-0.01,138452.54,0.0071,1.33,-0.010344053080211246
1988.SH,2012-06-26,0.0,156090.27,0.008,1.49,-0.0011101258516577062
1988.SH,2012-06-27,-0.01,141752.46,0.0072,1.19,-0.010766072771446478
1988.SH,2012-06-28,-0.01,156421.66,0.008,1.24,-0.010344053080211246
1988.SH,2012-06-29,0.01,156975.81,0.008,1.14,0.00888987414834208
1988.SH,2012-07-02,-0.01,145218.56,0.0074,0.97,-0.010422019691234574
1988.SH,2012-07-03,0.0,107331.57,0.0055,0.71,0.00042201969123478733
1988.SH,2012-07-04,0.01,109303.17,0.0056,0.77,0.00923392722855354
1988.SH,2012-07-05,0.0,88379.79,0.0045,0.65,0.0003440530802114594
1988.SH,2012-07-06,-0.01,140698.23,0.0072,1.16,-0.00923392722855354
1988.SH,2012-07-09,0.0,212490.12,0.0109,1.8,-0.0003440530802114594
1988.SH,2012-07-10,-0.02,118887.52,0.0061,0.9,-0.020766072771446265
1988.SH,2012-07-11,-0.01,90430.6,0.0046,0.68,-0.01068810616042315
1988.SH,2012-07-12,-0.02,201150.36,0.0103,1.55,-0.02187619862310397
1988.SH,2012-07-13,0.01,108305.53,0.0055,0.71,0.008545821068131065
1988.SH,2012-07-16,-0.02,188159.42,0.0096,1.29,-0.021188092462681052
1988.SH,2012-07-17,0.0,136963.0,0.007,0.97,0.00007796661102332791
1988.SH,2012-07-18,0.02,148303.16,0.0076,1.02,0.018467854457107524
1988.SH,2012-07-19,-0.01,170093.08,0.0087,1.09,-0.009311893839577312
1988.SH,2012-07-20,-0.02,178316.99,0.0091,1.19,-0.01881190753731854
1988.SH,2012-07-23,-0.04,239801.57,0.0123,1.46,-0.0414541789318692
1988.SH,2012-07-24,-0.02,175335.66,0.009,1.0,-0.02290835786373835
1988.SH,2012-07-25,0.01,73102.73,0.0037,0.4,0.006247602753791881
1988.SH,2012-07-26,0.0,73961.42,0.0038,0.44,-0.001188092462681034
1988.SH,2012-07-27,0.03,143529.62,0.0073,0.97,0.030766072771446495
1988.SH,2012-07-30,0.0,137705.82,0.007,0.98,0.0010321592406343782
1988.SH,2012-07-31,0.01,124438.61,0.0064,1.03,0.012298218314338527
1988.SH,2012-08-01,0.03,218376.21,0.0112,1.98,0.030344053080211264
1988.SH,2012-08-02,-0.01,227137.79,0.0116,1.63,-0.008201767987919162
1988.SH,2012-08-03,0.01,106359.74,0.0054,0.62,0.011954165234127068
1988.SH,2012-08-06,-0.01,180622.93,0.0092,1.11,-0.010422019691234574
1988.SH,2012-08-07,-0.01,165511.75,0.0085,0.97,-0.009577980308765
1988.SH,2012-08-08,0.04,228606.05,0.0117,1.27,0.038889874148341885
1988.SH,2012-08-09,-0.02,92358.03,0.0047,0.51,-0.019389860450600427
1988.SH,2012-08-10,0.01,90151.48,0.0046,0.58,0.012376184925362299
1988.SH,2012-08-13,0.0,155818.9,0.008,1.03,-0.001188092462681034
1988.SH,2012-08-14,0.01,151030.3,0.0077,1.03,0.010766072771446034
1988.SH,2012-08-15,-0.02,70890.36,0.0036,0.49,-0.01965594691978856
1988.SH,2012-08-16,0.01,56795.19,0.0029,0.51,0.010077966611023559
1988.SH,2012-08-17,0.0,100581.5,0.0051,0.96,-0.001188092462681034
1988.SH,2012-08-20,0.01,143033.67,0.0073,1.34,0.010766072771446034
1988.SH,2012-08-21,-0.02,200688.74,0.0103,1.92,-0.01965594691978856
1988.SH,2012-08-22,0.03,167690.74,0.0086,1.47,0.030077966611023577
1988.SH,2012-08-23,-0.01,210056.71,0.0107,1.57,-0.010499986302258346
1988.SH,2012-08-24,0.0,215600.1,0.011,1.31,0.001954165234127281
1988.SH,2012-08-27,-0.01,255836.33,0.0131,1.37,-0.010766072771446034
1988.SH,2012-08-28,0.0,141807.16,0.0073,0.68,-0.0003440530802114594
1988.SH,2012-08-29,0.0,61567.3,0.0031,0.31,-0.0007660727714462467
1988.SH,2012-08-30,0.03,209931.42,0.0107,1.19,0.029999999999999805
1988.SH,2012-08-31,-0.02,107608.02,0.0055,0.61,-0.01896784075936564
1988.SH,2012-09-03,-0.03,133912.31,0.0068,0.86,-0.028389887846083983
1988.SH,2012-09-04,0.0,197563.07,0.0101,1.51,-0.0025643047835268717
1988.SH,2012-09-05,-0.05,146526.66,0.0075,1.03,-0.05229821831433856
1988.SH,2012-09-06,0.0,80976.0,0.0041,0.51,-0.001720265401057297
1988.SH,2012-09-07,0.04,655742.01,0.0335,4.92,0.0361696361427688
1988.SH,2012-09-10,0.0,212675.1,0.0109,0.88,0.0013762123208458377
1988.SH,2012-09-11,-0.02,107528.07,0.0055,0.42,-0.01693570891421503
1988.SH,2012-09-12,-0.01,296975.7,0.0152,1.23,-0.01068810616042315
1988.SH,2012-09-13,-0.02,429959.09,0.022,1.59,-0.02187619862310397
1988.SH,2012-09-14,0.01,570484.71,0.0292,1.68,0.008545821068131065
1988.SH,2012-09-17,-0.03,223871.3,0.0114,0.69,-0.031188092462681283
1988.SH,2012-09-18,-0.01,216124.76,0.0111,0.66,-0.010266086469187918
1988.SH,2012-09-19,-0.01,208516.66,0.0107,0.6,-0.01264227139455043
1988.SH,2012-09-20,-0.02,223442.54,0.0114,0.68,-0.021110125851657724
1988.SH,2012-09-21,0.0,135699.27,0.0069,0.47,-0.0014541789318691656
1988.SH,2012-09-24,-0.01,239423.55,0.0122,1.19,-0.01153214554289228
1988.SH,2012-09-25,-0.01,143150.21,0.0073,0.7,-0.01034405308021169
1988.SH,2012-09-26,-0.03,150665.46,0.0077,0.79,-0.03111012585165751
1988.SH,2012-09-27,0.08,389998.61,0.0199,2.19,0.07820176798791945
1988.SH,2012-09-28,0.04,550080.52,0.0281,2.6,0.04045420632735297
1988.SH,2012-10-08,0.01,305810.02,0.0156,1.04,0.0175047944924156
1988.SH,2012-10-09,0.03,254397.99,0.013,0.83,0.033408344165996695
1988.SH,2012-10-10,-0.01,192806.56,0.0099,0.58,-0.008201767987919606
1988.SH,2012-10-11,0.01,272167.42,0.0139,0.8,0.011954165234127512
1988.SH,2012-10-12,0.0,155693.25,0.008,0.49,-0.00042201969123478733
1988.SH,2012-10-15,0.01,159353.1,0.0082,0.67,0.010766072771446034
1988.SH,2012-10-16,-0.01,139589.88,0.0071,0.67,-0.009655946919788327
1988.SH,2012-10-17,0.01,191369.76,0.0098,1.04,0.010422019691234574
1988.SH,2012-10-18,0.01,224848.33,0.0115,1.22,0.009577980308765
1988.SH,2012-10-19,-0.02,127934.07,0.0065,0.73,-0.018889874148341868
1988.SH,2012-10-22,0.0,161719.38,0.0083,0.96,0.00007796661102332791
1988.SH,2012-10-23,0.0,95744.28,0.0049,0.57,-0.0015321455428924935
1988.SH,2012-10-24,0.01,127860.42,0.0065,0.8,0.009999999999999787
1988.SH,2012-10-25,-0.01,118064.97,0.006,0.8,-0.009655946919788327
1988.SH,2012-10-26,-0.03,157050.34,0.008,1.24,-0.02957798030876546
1988.SH,2012-10-29,0.01,131019.72,0.0067,0.99,0.008201767987919606
1988.SH,2012-10-30,0.01,140815.1,0.0072,1.12,0.008045834765872506
1988.SH,2012-10-31,0.0,113045.58,0.0058,0.84,0.0011101258516577062
1988.SH,2012-11-01,0.04,267068.05,0.0137,2.02,0.04076607277144628
1988.SH,2012-11-02,0.02,213003.92,0.0109,1.32,0.021376212320845855
1988.SH,2012-11-05,-0.02,127269.31,0.0065,0.74,-0.016247602753792112
1988.SH,2012-11-06,0.03,200149.68,0.0102,1.16,0.03084403938246938
1988.SH,2012-11-07,0.01,179267.39,0.0092,0.97,0.009500013697742116
1988.SH,2012-11-08,0.01,271541.17,0.0139,1.38,0.012642271394549986
1988.SH,2012-11-09,0.01,296897.2,0.0152,1.5,0.011110125851657937
1988.SH,2012-11-12,0.0,435046.76,0.0223,2.02,0.0011101258516577062
1988.SH,2012-11-13,0.0,436578.89,0.0223,1.58,0.0007660727714462467
1988.SH,2012-11-14,0.0,356534.82,0.0182,1.1,0.0
1988.SH,2012-11-15,-0.02,304830.19,0.0156,0.85,-0.020000000000000018
1988.SH,2012-11-16,-0.06,208299.89,0.0107,0.57,-0.06068810616042297
1988.SH,2012-11-19,0.01,208076.02,0.0106,0.6,0.006403535975838537
1988.SH,2012-11-20,0.02,383019.61,0.0196,1.26,0.015747616451533997
1988.SH,2012-11-21,-0.03,285626.82,0.0146,0.98,-0.02854582106813064
1988.SH,2012-11-22,0.01,251415.83,0.0129,0.9,0.010499986302257902
1988.SH,2012-11-23,0.0,199390.42,0.0102,0.75,-0.001954165234127281
1988.SH,2012-11-26,-0.02,148260.25,0.0076,0.56,-0.019233927228553327
1988.SH,2012-11-27,0.01,327693.69,0.0168,1.29,0.009311893839576868
1988.SH,2012-11-28,0.0,262503.36,0.0134,1.08,-0.001188092462681034
1988.SH,2012-11-29,0.01,355402.08,0.0182,1.49,0.010766072771446034
1988.SH,2012-11-30,0.0,330530.61,0.0169,1.28,0.0003440530802114594
1988.SH,2012-12-03,-0.02,292620.45,0.015,1.03,-0.019233927228553327
1988.SH,2012-12-04,0.0,176325.53,0.009,0.56,-0.0006881061604229188
1988.SH,2012-12-05,0.03,733231.57,0.0375,2.59,0.02846785445710731
1988.SH,2012-12-06,0.0,319551.5,0.0163,0.85,0.0010321592406343782
1988.SH,2012-12-07,0.02,571773.01,0.0292,1.54,0.022298218314338758
1988.SH,2012-12-10,0.04,711084.6,0.0364,1.7,0.040688106160422954
1988.SH,2012-12-11,0.01,243162.63,0.0124,0.48,0.012908357863738118
1988.SH,2012-12-12,0.0,196429.62,0.01,0.38,0.0034083441659964464
1988.SH,2012-12-13,-0.01,362950.46,0.0186,0.89,-0.00923392722855354
1988.SH,2012-12-14,0.09,980181.12,0.0501,2.35,0.0896559469197884
1988.SH,2012-12-17,-0.03,605558.32,0.031,1.21,-0.027669595049542917
1988.SH,2012-12-18,0.01,504665.19,0.0258,1.06,0.01586249570238163
1988.SH,2012-12-19,-0.01,260960.19,0.0133,0.49,-0.011954165234127068
1988.SH,2012-12-20,-0.02,249119.3,0.0127,0.46,-0.01957798030876523
1988.SH,2012-12-21,-0.02,241885.57,0.0124,0.47,-0.021454178931869183
1988.SH,2012-12-24,0.01,212980.67,0.0109,0.57,0.0077797482966843745
1988.SH,2012-12-25,0.06,561872.24,0.0287,1.91,0.05881190753731902
1988.SH,2012-12-26,-0.03,324977.72,0.0166,1.06,-0.0271696087472848
1988.SH,2012-12-27,-0.02,385265.09,0.0197,1.21,-0.016435722611956916
1988.SH,2012-12-28,0.02,297187.64,0.0152,0.86,0.01701367552523836
1988.SH,2012-12-31,0.03,435902.25,0.0223,1.22,0.02915596061753023
1988.SH,2013-01-04,0.04,608343.58,0.0311,1.52,0.04256430478352691
1988.SH,2013-01-07,-0.01,399265.88,0.0204,0.97,-0.006325569364815209
1988.SH,2013-01-08,-0.01,454213.33,0.0232,1.07,-0.007279761994426703
1988.SH,2013-01-09,-0.01,401221.82,0.0205,0.91,-0.011110125851657493
1988.SH,2013-01-10,0.01,179424.08,0.0092,0.39,0.00888987414834208
1988.SH,2013-01-11,-0.01,298591.91,0.0153,0.73,-0.010422019691234574
1988.SH,2013-01-14,0.05,417750.01,0.0214,1.21,0.05042201969123461
1988.SH,2013-01-15,-0.01,332012.52,0.017,0.95,-0.009045807370388737
1988.SH,2013-01-16,-0.02,318390.15,0.0163,0.98,-0.016513689222980243
1988.SH,2013-01-17,0.0,211516.59,0.0108,0.68,-0.0014541789318691656
1988.SH,2013-01-18,0.02,306870.06,0.0157,0.97,0.018467854457107524
