datetime,PC1,PC2
2007-01-04,-3.1690309367763416,12.39773020215526
2007-01-05,3.7858872164744017,8.860474710664654
2007-01-08,-5.686594946800761,2.5905494059212053
2007-01-09,-4.958072983864252,2.2585611939215706
2007-01-10,1.7590911450579665,7.034146778811916
2007-01-11,2.4232023171795567,5.699237705769126
2007-01-12,3.1471762989678074,8.103112430219882
2007-01-15,-8.367764933777684,0.5249699190010743
2007-01-16,0.2773994061738099,6.078893421328185
2007-01-17,0.41760847180843014,5.930943503873668
2007-01-18,-0.5908637585547738,5.203345665410541
2007-01-19,-3.172692342167873,1.0592032399947762
2007-01-22,-4.451401475845142,0.6103905157916621
2007-01-23,-6.087127657514182,2.5099268219273796
2007-01-24,1.0119320040454949,4.503420750539026
2007-01-25,3.7360616961389086,6.815497113060496
2007-01-26,-8.009431068660266,2.917896098307964
2007-01-29,-4.879270635647737,1.0121662196751702
2007-01-30,-0.8496299005379164,3.971399658928713
2007-01-31,-0.4566056321623709,7.316734767428903
2007-02-01,-3.0603637296140667,3.639242529333684
2007-02-02,3.9324517222477198,7.03846451950507
2007-02-05,4.852324474008959,8.126946357152312
2007-02-06,-7.383018267674072,0.5218081639210806
2007-02-07,-0.6431119431123109,4.059680754385702
2007-02-08,0.5538582861796773,3.218022095092636
2007-02-09,0.569756916332628,2.927131751891568
2007-02-12,-3.5036967987803074,-0.06841520066458825
2007-02-13,0.20522772220809687,2.4560730574137355
2007-02-14,-4.833247291014814,-0.19310825981788668
2007-02-15,-6.339720120095752,-0.4777394266506387
2007-02-16,-1.4074366130614842,2.8720715612194985
2007-02-26,-5.798130931613679,1.1461375138441843
2007-02-27,3.3732244539452427,11.307084385390462
2007-02-28,-6.972102122827683,0.09398945974033288
2007-03-01,0.95086094967279,4.1294989950909855
2007-03-02,-1.8357302664034152,1.2305362759178498
2007-03-05,-1.3972133533185347,3.4312377436736554
2007-03-06,-6.219428936357041,2.0104084186311444
2007-03-07,-1.6844055976542849,1.7841321527925469
2007-03-08,-2.9584309314686634,0.7296144226229848
2007-03-09,-6.282077439778631,0.5641717731121006
2007-03-12,-1.726154639060019,3.883124789414166
2007-03-13,-1.0605989683001356,3.299952955703809
2007-03-14,0.4281657628236782,3.5491025941613157
2007-03-15,-2.63325888230754,2.031520768116407
2007-03-16,-1.17697409603368,4.115170999947463
2007-03-19,-7.501884545693265,2.6825752495547657
2007-03-20,-3.1111686240480365,2.527388360765935
2007-03-21,-2.779146854297428,2.5433818981415413
2007-03-22,-0.5977100098987832,4.71352904201543
2007-03-23,-2.694575148877053,3.9408656094055443
2007-03-26,-2.6655076285468,2.484954846443029
2007-03-27,-1.1078621179438888,2.792835221298217
2007-03-28,-7.377212982916272,1.5093535096713284
2007-03-29,-9.299668725539366,4.963669168903783
2007-03-30,-1.8766098584485782,4.898749220671507
2007-04-02,-3.6752113654163865,3.9309106520480164
2007-04-03,-4.1965720103002235,2.0631800640374096
2007-04-04,-1.463316397759686,4.797743863709765
2007-04-05,-6.246178621407158,2.3309288425208883
2007-04-06,-2.823705783737529,3.198070491799385
2007-04-09,-4.7518501158818784,2.576661451496396
2007-04-10,-9.423025764527763,1.4680932115312024
2007-04-11,-4.031797398426789,4.031222266900789
2007-04-12,-2.9054978002522174,4.437544673568717
2007-04-13,-2.3568484243538776,4.66932787579101
2007-04-16,-4.828511499322539,2.3872815078323626
2007-04-17,-3.8958904722418737,4.634050909215059
2007-04-18,-2.162285107129779,4.303809735073484
2007-04-19,-1.1694911643524482,10.667801000114016
2007-04-20,-4.178331456094493,2.269031484749424
2007-04-23,-6.114107902777625,2.651698118022061
2007-04-24,-1.4293667503817744,4.656614531305196
2007-04-25,-7.767331516473827,3.676969851619819
2007-04-26,-2.1475046608731625,5.251440684024065
2007-04-27,-0.09362892454011701,6.07559329899881
2007-04-30,-3.211280813823115,3.300914174457968
2007-05-08,-2.55003053881483,4.104012719214704
2007-05-09,-12.465225895687457,3.1501355423155277
2007-05-10,-5.348255880098008,6.197914492652089
2007-05-11,-5.065302454951147,3.8855745785669864
2007-05-14,-5.314243910529242,4.169938688917337
2007-05-15,1.1194906921291534,9.94669802126604
2007-05-16,-4.2944650182883555,3.3957772243442297
2007-05-17,-3.1872715510388865,4.329321025029839
2007-05-18,-0.26685050624569456,4.89031577147676
2007-05-21,-4.143253577204051,3.342512910835978
2007-05-22,-1.9901952745379075,4.47568553975229
2007-05-23,-3.095533787085377,3.6323705158168282
2007-05-24,-3.012910309076001,5.916124913139634
2007-05-25,-1.0347682585587248,4.829525445288225
2007-05-28,-2.650775109794154,4.001673111776383
2007-05-29,-3.2524046481738846,3.5403801512909
2007-05-30,1.420028567183383,11.168148087866202
2007-05-31,-11.29981944631354,4.8099200706011755
2007-06-01,0.5405514943941787,8.251791839500353
2007-06-04,5.391550355660451,13.30409297417749
2007-06-05,-9.088059163581235,4.3822732087221725
2007-06-06,-0.9627632657842766,3.5937182036541504
2007-06-07,-2.4039804122875696,1.246551891075824
2007-06-08,-0.4881499500650146,3.529950532513148
2007-06-11,-3.069133868397102,1.9911477116266898
2007-06-12,-3.622616558205359,2.5452162362264907
2007-06-13,-6.140265846973715,2.7088320752620003
2007-06-14,1.0354964298280867,5.299305437613928
2007-06-15,-3.038081249071691,3.4107617089000075
2007-06-18,-2.0628408847648716,3.7748535978227094
2007-06-19,-2.4823548865377334,4.250205753269248
2007-06-20,1.3306777754442847,5.3262879720071
2007-06-21,-2.44706170314121,3.6305626110551055
2007-06-22,1.1123978152461753,7.277871899393445
2007-06-25,1.8708718163045182,6.5860684402900285
2007-06-26,-2.5433785283113055,1.9902446742118334
2007-06-27,-3.8687889020096278,2.200398180743046
2007-06-28,2.4817914573225948,7.872812141166777
2007-06-29,-2.1149557086753092,3.1007806968907854
2007-07-02,-2.3841624498556073,1.5286576256448405
2007-07-03,-2.2390469192230373,2.0191112584484063
2007-07-04,1.8040752141020073,5.568323728378233
2007-07-05,3.411037947755134,5.741631585229396
2007-07-06,-4.747493686285799,1.1646733545224752
2007-07-09,-2.871988402078217,2.1352761904497775
2007-07-10,-0.17511032756556075,4.205546674609824
2007-07-11,-2.7011571840916804,3.757281505640493
2007-07-12,-2.3496956939358147,2.4691876262916947
2007-07-13,-0.8362088652118079,3.0819385209666965
2007-07-16,2.193137820744518,5.31175646931438
2007-07-17,-4.034118023050131,2.0176798929592477
2007-07-18,-3.2190977367594753,2.0129594916435094
2007-07-19,-1.0401070192791089,3.3451360930833944
2007-07-20,-6.164178452494938,1.2757378632038248
2007-07-23,-3.111085306138772,3.8562585640988534
2007-07-24,-0.34128229502772633,3.9712729441322545
2007-07-25,-6.271723924097648,0.9641395215639871
2007-07-26,-1.5461041274058673,3.739144616979735
2007-07-27,-2.0779342151663673,2.8830239612172774
2007-07-30,-4.592778875009957,1.707290017613695
2007-07-31,-2.512433657673107,2.8749998692064365
2007-08-01,1.2173887778697388,6.7858525974773265
2007-08-02,-2.559173205723883,3.33188571150251
2007-08-03,-6.122984644856212,1.3303038776943943
2007-08-06,-2.546769402548814,3.212097881105873
2007-08-07,-1.9109613143228694,3.2996618300813374
2007-08-08,-12.791559975848253,3.4749784231050413
2007-08-09,-4.401584397119188,5.093993478465811
2007-08-10,-6.854714501310994,4.994554091893513
2007-08-13,-14.381380458113314,2.573092739964999
2007-08-14,-3.6668756233386817,5.723525582341473
2007-08-15,-5.297067448268393,6.5856113592964
2007-08-16,-1.9504656541753087,7.664597775861302
2007-08-17,0.7005216572923193,8.325747105427538
2007-08-20,-7.781646772027147,4.051225712607019
2007-08-21,-0.6667543290986224,7.984087613324842
2007-08-22,-4.113237090783109,7.414352110038217
2007-08-23,-4.070889031076568,6.15327090045047
2007-08-24,-1.9500186076675947,6.2409321110062255
2007-08-27,-3.309737739340208,5.460394819013814
2007-08-28,-3.498368148209578,4.825808122524795
2007-08-29,-0.7891985993901083,6.6653244036374035
2007-08-30,-3.3099535147969315,3.999787293081703
2007-08-31,-2.8899844763510627,3.413477554294106
2007-09-03,-2.8483594966923635,4.695515126878022
2007-09-04,-4.226158227895355,4.443851770487691
2007-09-05,-4.401135417543892,3.999870466140934
2007-09-06,-8.576358708091366,2.1238233404554108
2007-09-07,-0.5484631121285626,8.804623518926798
2007-09-10,-5.986261068233347,3.794066619852609
2007-09-11,1.4794686134339403,9.359091059897052
2007-09-12,-3.073000570841379,4.777776633244671
